    0.8435   -0.6306   -0.3601
   -1.8210    2.3015   -0.1937
   -1.9920    2.3015   -0.3096
   -1.9920    1.8947   -0.3850
    0.5755   -2.3063   -0.6576
   -0.3214   -1.3680   -0.9096
   -2.4522   -0.9405    0.6438
    1.2239         0         0
   -2.7931   -0.2821    0.2553
   -2.4584    0.8913   -0.5791
    0.8435    2.2574    0.5140
    3.0094    1.8947   -0.8551
   -1.5536    0.8913    0.0143
   -1.8210    0.8913   -0.1778
    2.4630    0.8913   -0.5883
    0.2858   -2.5350   -0.4925
    0.8435    1.1991    0.5608
   -2.7931    2.7949   -0.2998
    2.0622   -2.7281    0.1839
         0   -1.2640   -0.8614
    3.0094   -2.5350    0.5933
   -1.1920   -0.6306   -0.2100
   -0.9285   -0.6306   -0.3686
    1.2239    2.3015    0.2550
   -2.4522   -1.2640    0.7632
    1.2239    2.7949    0.1237
   -2.4584    2.4471   -0.4713
   -1.5536    2.2574    0.0137
   -1.1920    2.2574    0.2957
    1.2239   -1.3680   -0.3483
    2.4630    1.8947   -0.7446
   -1.9920   -2.3063    0.2941
    0.8435   -1.9257   -0.6636
   -2.7931   -2.3063    0.6744
   -0.9285    2.7949    0.1863
   -1.5536    0.3058    0.0054
   -0.6370         0         0
    0.8435    0.3058    0.2019
   -2.7931   -2.7281    0.3943
   -0.9285   -1.3680   -0.5573
   -1.8210   -1.9257    0.2293
    0.2858    0.8913    0.7736
    3.0094    2.2574   -0.8357
    1.5835   -2.6679    0.0058
   -1.1920    0.3058    0.1190
   -0.9285    0.6573    0.3886
         0   -2.7281   -0.3969
   -2.7931    1.8947   -0.9611
   -1.8210   -0.6306    0.1351
   -1.1920    0.6573    0.2248
    3.0094   -2.3063    0.7466
         0    2.4471    0.6283
   -1.8210    1.6415   -0.2415
   -0.3214    2.4471    0.5916
   -1.8210   -2.3063    0.1933
    1.2239   -0.6306   -0.2012
    0.5755    2.2574    0.6483
    1.6545    1.8947   -0.0746
   -2.4522    1.8947   -0.7241
    2.4630    2.4471   -0.5251
    2.4630   -1.9257    0.7247
   -1.9920    2.4471   -0.2530
    3.0094   -1.9257    0.8987
    1.2239   -2.5350   -0.1971
   -2.4584   -0.6306    0.4263
    0.8435   -2.6679   -0.3280
    2.0622    0.6573   -0.2745
   -1.9920   -1.2640    0.3548
   -1.5536   -1.9257   -0.0166
   -1.1920   -1.3680   -0.3735
   -1.5536   -0.9405   -0.0126
   -0.6370   -0.9405   -0.6812
   -2.7931   -1.3680    0.8370
    2.8433    1.6415   -0.9791
    0.8435   -2.3063   -0.4933
   -0.9285   -0.2821   -0.1582
    2.4630   -2.3063    0.5583
    1.5835   -1.2640    0.0122
   -0.3214   -2.5350   -0.5318
    2.0622   -1.2640    0.4632
         0   -2.6679   -0.4338
   -1.1920    1.8947    0.3269
    1.6545    2.2574   -0.0701
   -1.9920    0.8913   -0.3458
   -0.3214   -0.6306   -0.5541
    2.0622    0.3058   -0.1541
    0.2858   -0.6306   -0.5907
   -2.7931    0.3058   -0.2724
   -1.9920   -1.9257    0.4145
    0.2858    2.7949    0.3506
   -2.4584   -0.2821    0.2262
   -0.6370   -2.6679   -0.3576
    2.0622    2.2574   -0.3647
    1.2239    2.2574    0.2415
    0.5755    0.6573    0.4651
   -1.5536    0.6573    0.0097
    2.8433    1.1991   -0.9504
         0         0         0
    1.5835   -0.9405    0.0110
    1.2239    0.6573    0.2075
    2.0622   -0.6306    0.2553
    1.6545   -1.2640    0.0815
    0.2858    1.6415    0.9172
    2.0622   -0.2821    0.1278
   -2.4522    2.4471   -0.5251
    0.8435   -1.3680   -0.6236
    1.6545    2.4471   -0.0546
    0.8435    0.6573    0.4433
    0.5755    2.3015    0.6252
   -1.5536   -2.5350   -0.0091
   -0.9285    1.1991    0.5279
         0   -1.9257   -0.9093
   -0.6370    2.4471    0.4911
    1.5835   -1.9257    0.0120
   -0.3214   -0.9405   -0.8322
    2.8433   -2.6679    0.4474
   -2.7931   -0.6306    0.6037
   -1.8210    2.2574   -0.1825
    0.8435   -0.2821   -0.1845
    1.2239   -1.2640   -0.3043
   -2.4522    1.1991   -0.7277
         0   -0.6306   -0.6373
   -1.5536    1.8947    0.0150
    1.2239    0.8913    0.2518
   -1.8210    0.3058   -0.0706
   -0.9285    2.3015    0.4317
    1.5835   -1.3680    0.0135
   -1.5536   -1.3680   -0.0152
    2.8433   -2.3063    0.7474
    2.8433    0.3058   -0.2743
   -1.1920    1.1991    0.3640
   -2.4522   -1.3680    0.7023
